model,dataset,MAD,MAD_std,MSE,RMSE,cv_method
XGBoost,Red,0.41111723899841307,0.020885710767779734,0.3723331528902054,0.6095375224440072,5-fold x 20
XGBoost,White,0.4522272482514381,0.013314641724407954,0.4061465173959732,0.6370313700386745,5-fold x 20
